Rank , Code , Company, Price , 1 Day , 1 Month , 1 Year , Sector , Mkt Cap
12, TLS, Telstra Group Ltd, $4.85, -0.21%, -0.41%, +20.05%, Communication Services, $54.59B
140, TLX, TELIX Pharmaceuticals Ltd, $11.89, -0.42%, -13.72%, -52.48%, Health Care, $4.03B
1094, TM1, Terra Metals Ltd, $0.11, 0.00%, -8.33%, +400.00%, Materials, $87.05M
1831, TMB, Tambourah Metals Ltd, $0.052, +8.33%, -40.23%, +126.09%, Materials, $13.08M
1597, TMK, TMK Energy Ltd, $0.11, +4.76%, 0.00%, -20.00%, Energy, $24.01M
2234, TML, Timah Resources Ltd, $0.042, 0.00%, +7.69%, -2.33%, Utilities, $3.73M
2046, TMS, Tennant Minerals Ltd, $0.007, 0.00%, 0.00%, -26.32%, Materials, $7.46M
1839, TMX, Terrain Minerals Ltd, $0.004, 0.00%, 0.00%, +33.33%, Materials, $12.9M
1188, TNC, True North Copper Ltd, $0.465, -1.06%, +14.82%, +1450.00%, Materials, $67.32M
66, TNE, Technology One Ltd, $28.56, -0.24%, -3.29%, -7.03%, Information Technology, $9.35B
1760, TNY, Tinybeans Group Ltd, $0.088, +3.53%, -16.19%, +18.33%, Communication Services, $16.13M
1294, TOE, Toro Energy Ltd, $0.425, +1.19%, +14.87%, +88.89%, Energy, $51.12M
688, TOK, Tolu Minerals Ltd, $1.245, -1.97%, +0.81%, +55.63%, Materials, $321.35M
2300, TOLL, Betashares Ftse Global Infrastructure Share CH ETF, $24.62, +0.37%, -0.20%, +0.70%, N/A, $1.23M
1851, TON, Triton Minerals Ltd, $0.008, -11.11%, +14.29%, -11.11%, Materials, $12.55M
999, TOP, Thorney Opportunities Ltd, $0.67, +0.75%, -2.19%, +4.69%, Financials, $115M
858, TOR, Torque Metals Ltd, $0.30, 0.00%, +20.00%, +476.92%, Materials, $178.75M
1084, TOT, 360 Capital REIT, $0.41, -1.21%, +2.50%, -1.21%, Real Estate, $88.75M
1631, TOU, Tlou Energy Ltd, $0.017, 0.00%, 0.00%, +13.33%, Energy, $22.08M
1178, TPC, TPC Consolidated Ltd, $6.07, 0.00%, +0.66%, -30.47%, Utilities, $68.85M
88, TPG, TPG Telecom Ltd, $3.85, +1.85%, +1.85%, -13.29%, Communication Services, $7.56B
269, TPW, Temple & Webster Group Ltd, $13.90, +0.58%, -24.54%, +4.35%, Consumer Discretionary, $1.67B
1857, TR2, Tali Resources Ltd, $0.33, -1.49%, -45.90%, +65.00%, Materials, $12.38M
1994, TR8, Tarrina Resources Ltd, $0.025, +8.70%, +525.00%, +525.00%, Consumer Staples, $8.74M
485, TRA, Turners Automotive Group Ltd, $7.08, 0.00%, +4.89%, +52.92%, Consumer Discretionary, $643.18M
764, TRE, Toubani Resources Ltd, $0.385, +1.32%, +10.00%, +140.63%, Materials, $244.43M
1660, TRI, Trivarx Ltd, $0.018, +5.88%, -14.29%, +12.50%, Health Care, $20.77M
1044, TRJ, Trajan Group Holdings Ltd, $0.675, -3.57%, +3.85%, -38.36%, Health Care, $102.96M
1735, TRM, Truscott Mining Corporation Ltd, $0.089, 0.00%, +11.25%, +14.10%, Materials, $17.42M
1611, TRP, Tissue Repair Ltd, $0.38, -1.30%, +33.33%, +46.15%, Health Care, $22.98M
1930, TRU, Truscreen Group Ltd, $0.014, -6.67%, -17.65%, -30.00%, Health Care, $10.46M
1897, TSK, Tusker Minerals Ltd, $0.115, -11.54%, -11.54%, +155.56%, Materials, $11.24M
1800, TSL, Titanium Sands Ltd, $0.006, 0.00%, -33.33%, +20.00%, Materials, $14.07M
775, TSO, Tesoro Gold Ltd, $1.315, -4.02%, +28.92%, +338.33%, Materials, $233.87M
770, TTM, Titan Minerals Ltd, $0.83, -1.19%, +41.88%, +151.52%, Materials, $237.81M
671, TTT, Titomic Ltd, $0.21, 0.00%, +5.00%, +23.53%, Materials, $335.87M
1085, TTX, Tetratherix Ltd, $3.31, +1.53%, -17.04%, +14.93%, Health Care, $88.52M
142, TUA, Tuas Ltd, $7.16, +2.43%, +11.70%, +16.80%, Communication Services, $3.93B
1322, TVL, Touch Ventures Ltd, $0.066, 0.00%, +4.76%, -5.71%, Financials, $46.75M
508, TVN, Tivan Ltd, $0.26, +1.96%, +10.64%, +188.89%, Materials, $585.43M
1023, TWD, Tamawood Ltd, $2.79, 0.00%, +3.72%, +5.68%, Consumer Discretionary, $110.65M
134, TWE, Treasury Wine Estates Ltd, $5.39, +7.59%, -3.41%, -53.13%, Consumer Staples, $4.35B
1366, TWL, Trade Window Holdings Ltd, $0.26, 0.00%, +1.96%, +1.96%, Information Technology, $42.24M
504, TWR, Tower Ltd, $1.745, -0.29%, +7.39%, +47.88%, Financials, $597.75M
526, TYR, Tyro Payments Ltd, $1.015, -1.93%, +4.10%, +24.54%, Financials, $538.69M
1822, TYX, Tyranna Resources Ltd, $0.004, 0.00%, 0.00%, 0.00%, Materials, $13.46M
1804, TZL, TZ Ltd, $0.047, 0.00%, +6.82%, -21.67%, Information Technology, $13.99M
1238, TZN, Terramin Australia Ltd, $0.028, 0.00%, -24.32%, -68.14%, Materials, $59.53M
1056, U100, Global X US 100 ETF, $16.69, -0.30%, +1.83%, +8.73%, Financials, $97.01M
2213, UBI, Universal Biosensors Inc, $0.014, 0.00%, 0.00%, -87.27%, Health Care, $4.17M
1254, UBN, Urbanise.com Ltd, $0.72, -2.70%, -0.69%, +63.64%, Information Technology, $56.79M
2258, UCM, Uscom Ltd, $0.012, 0.00%, 0.00%, -62.50%, Health Care, $3.12M
2285, ULTB, iShares 20+ Year U.S. Treasury Bond (Hedged) ETF, $91.70, 0.00%, -1.25%, -0.11%, Financials, $2.06M
716, UMAX, Betashares S&P 500 Yield Maximiser Complex ETF, $26.94, +0.15%, +1.47%, -2.39%, Financials, $299.53M
495, UNI, Universal Store Holdings Ltd, $8.15, -0.61%, -1.09%, +0.12%, Consumer Discretionary, $625.27M
1867, UNT, Unith Ltd, $0.008, 0.00%, -20.00%, -33.33%, Communication Services, $12.15M
767, UOS, United Overseas Australia Ltd, $0.685, 0.00%, 0.00%, +24.55%, Real Estate, $239.58M
2027, URAN, Vaneck Uranium and Energy Innovation ETF, $17.50, 0.00%, +4.79%, -19.06%, Financials, $7.88M
820, URF, US Masters Residential Property Fund, $0.29, 0.00%, +1.75%, -19.44%, Real Estate, $200.36M
778, URNM, Betashares Global Uranium ETF, $10.67, +0.66%, +9.32%, +29.49%, Financials, $231.87M
1558, US10, Betashares US Treasury Bond 7-10YR CH ETF, $51.79, -0.14%, -0.10%, +3.81%, Financials, $26.98M
1807, USC, US1 Critical Minerals Ltd, $0.017, +6.25%, +41.67%, +54.55%, Materials, $13.84M
1198, USD, Betashares U.S. Dollar ETF, $14.89, -0.73%, -3.63%, -5.82%, Financials, $65.86M
1592, USHY, Global X Usd High Yield Bond (Currency Hedged) ETF, $10.70, +0.38%, +1.81%, +3.38%, Financials, $24.33M
2226, USIG, Global X Usd Corporate Bond (Currency Hedged) ETF, $9.80, 0.00%, +0.62%, +3.05%, Financials, $3.92M
520, USL, Unico Silver Ltd, $0.90, -0.55%, +83.67%, +373.68%, Materials, $546.18M
475, USTB, Global X US Treasury Bond (Currency Hedged) ETF, $9.33, 0.00%, -0.11%, +2.30%, Financials, $666.84M
840, UTIP, Betashares Inflation Protected US TRSY Bond CH ETF, $25.94, +0.04%, -0.31%, +2.98%, Financials, $188.35M
1853, UWC, Underwood Capital Ltd, $0.061, 0.00%, 0.00%, +24.49%, Health Care, $12.52M
1845, UYLD, Global X S&P 500 Covered Call Complex ETF, $11.00, -0.27%, -1.26%, -10.50%, Financials, $12.65M
437, VACF, Vanguard Australian Corp Fixed Interest INDEX ETF, $51.63, +0.25%, -0.48%, +0.64%, Financials, $760.85M
464, VAE, Vanguard Ftse Asia Ex Japan Shares INDEX ETF, $94.66, -0.31%, -0.51%, +17.34%, Financials, $698.53M
171, VAF, Vanguard Australian Fixed Interest INDEX ETF, $45.73, -0.15%, -1.23%, +0.33%, Financials, $3.23B
168, VAP, Vanguard Australian Property Securities INDEX ETF, $101.20, -0.40%, +4.12%, +2.95%, Financials, $3.28B
2104, VAR, Variscan Mines Ltd, $0.005, 0.00%, 0.00%, -28.57%, Materials, $6.24M
26, VAS, Vanguard Australian Shares INDEX ETF, $109.38, -0.34%, +4.39%, +6.94%, Financials, $22.32B
119, VAU, Vault Minerals Ltd, $5.44, -1.63%, +7.72%, +161.54%, Materials, $5.68B
1218, VBC, Verbrec Ltd, $0.21, +2.44%, +44.83%, +55.56%, Industrials, $62.87M
525, VBLD, Vanguard Global Infrastructure INDEX ETF, $72.05, +0.11%, -3.79%, +1.09%, Financials, $538.89M
139, VBND, Vanguard Global Aggregate Bond INDEX (Hedged) ETF, $42.60, +0.26%, +0.05%, +1.82%, Financials, $4.07B
1966, VBS, Vectus Biosystems Ltd, $0.18, +2.86%, -7.69%, +133.77%, Health Care, $9.61M
718, VBTC, Vaneck Bitcoin ETF, $26.27, -1.54%, -2.74%, -15.61%, Financials, $296.25M
1661, VBX, VBX Ltd, $0.48, 0.00%, +7.87%, -20.00%, Materials, $20.73M
846, VCF, Vanguard International Credit Securities INDEX (Hedged) ETF, $39.44, -0.05%, -0.03%, +1.98%, Financials, $185.49M
53, VCX, Vicinity Centres, $2.57, +0.39%, +4.05%, +20.09%, Real Estate, $11.82B
811, VDAL, Vanguard Diversified All Growth INDEX ETF, $55.64, -0.29%, +3.44%, +11.77%, Financials, $208.19M
415, VDBA, Vanguard Diversified Balanced INDEX ETF, $60.66, -0.10%, +1.51%, +5.61%, Financials, $839.87M
736, VDCO, Vanguard Diversified Conservative INDEX ETF, $56.23, +0.18%, +0.92%, +3.63%, Financials, $273.41M
321, VDGR, Vanguard Diversified Growth INDEX ETF, $67.52, -0.04%, +2.52%, +7.04%, Financials, $1.3B
159, VDHG, Vanguard Diversified High Growth INDEX ETF, $74.36, -0.20%, +3.41%, +7.61%, Financials, $3.51B
1497, VDIF, Vanguard Diversified Income ETF, $52.97, -0.36%, +1.63%, +6.32%, Financials, $31.03M
162, VEA, Viva Energy Group Ltd, $2.10, +0.48%, +6.06%, -20.15%, Energy, $3.41B
1005, VEE, Veem Ltd, $0.78, -1.27%, -23.53%, -39.54%, Industrials, $114.46M
1134, VEFI, Vanguard Ethically Conscious GLB Agg Bond INDEX (Hedged) ETF, $43.12, +0.05%, +0.21%, +1.34%, Financials, $78.7M
2008, VEN, Vintage Energy Ltd, $0.004, 0.00%, -11.11%, -11.11%, Energy, $8.35M
537, VEQ, Vanguard Ftse Europe Shares ETF, $89.18, -0.30%, +3.79%, +21.50%, Financials, $516.24M
314, VESG, Vanguard Ethically Conscious International Shares INDEX ETF, $112.72, 0.00%, +2.29%, +9.96%, Financials, $1.37B
500, VETH, Vanguard Ethically Conscious Australian Shares ETF, $71.57, -0.40%, +3.79%, +8.33%, Financials, $613.64M
126, VEU, Vanguard All-World Ex-US Shares INDEX ETF, $109.97, -0.21%, +0.23%, +19.20%, Financials, $4.98B
2001, VFX, Visionflex Group Ltd, $0.099, 0.00%, -1.00%, -50.50%, Health Care, $8.57M
1187, VFY, Vitrafy Life Sciences Ltd, $1.35, 0.00%, -3.23%, -22.86%, Health Care, $67.43M
112, VGAD, Vanguard MSCI INDEX International Shares (Hedged) ETF, $120.83, +0.34%, +5.30%, +12.61%, Financials, $6.06B
324, VGB, Vanguard Australian Government Bond INDEX ETF, $46.23, -0.11%, -1.39%, -0.26%, Financials, $1.28B
276, VGE, Vanguard Ftse Emerging Markets Shares ETF, $89.50, -0.46%, -1.45%, +11.78%, Financials, $1.62B
522, VGL, Vista Group International Ltd, $2.27, +1.34%, +2.72%, -19.50%, Information Technology, $542.15M
188, VGN, Virgin Australia Holdings Ltd, $3.51, -0.28%, +16.61%, +21.03%, Industrials, $2.74B
44, VGS, Vanguard MSCI INDEX International Shares ETF, $153.92, -0.21%, +1.76%, +9.08%, Financials, $13.94B
1379, VHL, Vitasora Health Ltd, $0.022, -4.35%, -8.33%, -71.80%, Health Care, $40.88M
1020, VHM, VHM Ltd, $0.38, +7.04%, -19.15%, -7.88%, Materials, $111.1M
111, VHY, Vanguard Australian Shares High Yield ETF, $78.81, -0.27%, +3.68%, +5.15%, Financials, $6.11B
377, VIF, Vanguard International Fixed Interest INDEX (Hedged) ETF, $39.05, +0.23%, +0.05%, +1.04%, Financials, $987.03M
1505, VIG, Victor Group Holdings Ltd, $0.041, 0.00%, 0.00%, -29.31%, Information Technology, $30.75M
442, VISM, Vanguard MSCI International Small Companies INDEX ETF, $74.40, -1.06%, +4.32%, +7.48%, Financials, $741.55M
1383, VIT, Vitura Health Ltd, $0.061, 0.00%, -3.18%, -19.74%, Health Care, $40.43M
1910, VKA, Viking Mines Ltd, $0.008, -11.11%, +33.33%, 0.00%, Materials, $10.88M
710, VLC, Vanguard MSCI Australian Large Companies INDEX ETF, $86.03, -0.01%, +5.43%, +2.27%, Financials, $307.15M
939, VLS, Vita Life Sciences Ltd, $2.54, 0.00%, +4.96%, +35.11%, Health Care, $138.74M
622, VLUE, Vaneck MSCI International Value ETF, $33.29, -0.81%, +5.38%, +25.53%, Financials, $379.87M
1395, VMC, Venus Metals Corporation Ltd, $0.20, +1.27%, +17.65%, +217.46%, Materials, $39.52M
1816, VMIN, Vanguard Global Minimum Volatility Active ETF, $63.59, +0.28%, +1.68%, +3.77%, Financials, $13.61M
1564, VML, Vital Metals Ltd, $0.18, 0.00%, -20.00%, +20.00%, Materials, $26.37M
940, VMM, Viridis Mining and Minerals Ltd, $1.25, -0.40%, -0.79%, +273.13%, Materials, $138.63M
1782, VMS, Venari Minerals NL, $0.14, 0.00%, -6.67%, -46.15%, Materials, $15.07M
1552, VMT, Vmoto Ltd, $0.069, 0.00%, +6.15%, -5.48%, Consumer Discretionary, $27.2M
1359, VNGS, Vaughan Nelson GLB Equity Smid Fund - Active ETF, $3.65, -0.82%, +3.99%, +14.06%, Financials, $42.77M
1007, VNL, Vinyl Group Ltd, $0.082, -1.21%, -4.65%, -18.00%, Information Technology, $113.5M
127, VNT, Ventia Services Group Ltd, $5.99, -0.17%, +7.35%, +65.01%, Industrials, $4.96B
1784, VPR, Volt Group Ltd, $0.14, -3.45%, -12.50%, -30.00%, Utilities, $15M
1174, VR1, Vection Technologies Ltd, $0.031, 0.00%, -11.43%, +10.71%, Information Technology, $69.67M
1854, VR8, Vanadium Resources Ltd, $0.02, 0.00%, -20.00%, -37.50%, Materials, $12.49M
1255, VRC, Volt Resources Ltd, $0.011, -8.33%, +120.00%, +266.67%, Materials, $56.68M
2013, VRL, Verity Resources Ltd, $0.02, +11.11%, +25.00%, -2.26%, Materials, $8.13M
1387, VRS, Veris Ltd, $0.074, +5.71%, +12.12%, +51.02%, Industrials, $39.99M
1253, VRX, VRX Silica Ltd, $0.073, -1.35%, -16.09%, +65.91%, Materials, $56.82M
360, VSL, Vulcan Steel Ltd, $7.37, +4.24%, +6.04%, -2.45%, Materials, $1.08B
336, VSO, Vanguard MSCI Australian Small Companies INDEX ETF, $78.94, +0.31%, +6.23%, +15.94%, Financials, $1.19B
1506, VSR, Voltaic Strategic Resources Ltd, $0.054, +8.00%, +68.75%, +285.71%, Materials, $30.65M
891, VTM, Victory Metals Ltd, $1.23, +6.49%, +8.85%, +207.50%, Materials, $161.3M
104, VTS, Vanguard US Total Market Shares INDEX ETF, $504.96, -0.28%, +1.29%, +6.95%, Financials, $6.33B
1197, VTX, Vertex Minerals Ltd, $0.23, -4.17%, +4.55%, +24.32%, Materials, $65.9M
249, VUL, Vulcan Energy Resources Ltd, $4.45, +6.46%, -4.52%, -1.69%, Materials, $1.83B
896, VVA, Viva Leisure Ltd, $1.615, 0.00%, +4.87%, +12.15%, Consumer Discretionary, $159.15M
374, VVLU, Vanguard Global Value Equity Active ETF, $80.62, -0.80%, +4.93%, +9.05%, Financials, $993.81M
678, VYS, Vysarn Ltd, $0.625, -0.79%, +3.31%, +50.60%, Materials, $329.65M
1623, W2VDA, Way 2 Vat Ltd, $0.105, 0.00%, +31.25%, +31.25%, N/A, $22.36M
301, WA1, WA1 Resources Ltd, $19.66, +3.86%, +30.72%, +55.42%, Materials, $1.46B
1148, WAA, Wam Active Ltd, $0.99, -0.50%, +0.51%, +20.73%, Financials, $76.4M
155, WAF, West African Resources Ltd, $3.14, -0.95%, +3.29%, +118.06%, Materials, $3.59B
1347, WAG, The Australian Wealth Advisors Group Ltd, $0.59, 0.00%, -1.67%, +93.44%, Financials, $43.88M
1703, WAK, Wa Kaolin Ltd, $0.027, -6.90%, -22.86%, -42.95%, Materials, $18.85M
234, WAM, WAM Capital Ltd, $1.77, -0.56%, +0.57%, +13.10%, Financials, $2B
815, WAR, Wam Strategic Value Ltd, $1.14, -0.87%, +4.59%, +1.33%, Financials, $205.34M
859, WAT, Waterco Ltd, $5.08, 0.00%, +1.60%, -35.53%, Consumer Discretionary, $178.63M
754, WAX, Wam Research Ltd, $1.21, 0.00%, +0.83%, +5.22%, Financials, $252.23M
3, WBC, Westpac Banking Corporation, $39.14, -0.31%, +5.41%, +20.69%, Financials, $133.87B
264, WBCPJ, Westpac Banking Corporation, $102.19, -0.23%, -1.01%, -1.50%, N/A, $1.76B
251, WBCPK, Westpac Banking Corporation, $104.42, -0.10%, -0.92%, +0.76%, N/A, $1.83B
280, WBCPL, Westpac Banking Corporation, $105.08, -0.20%, +0.28%, +0.12%, N/A, $1.59B
247, WBCPM, Westpac Banking Corporation, $105.821, +0.00%, -0.73%, +0.84%, N/A, $1.85B
1561, WBND, Betashares Global Aggregate Bond Currency Hedged ETF, $50.54, -0.20%, +0.10%, +0.96%, Financials, $26.79M
367, WBT, Weebit Nano Ltd, $4.90, +2.08%, +41.21%, +60.13%, Information Technology, $1.03B
2065, WC1, West Cobar Metals Ltd, $0.02, 0.00%, +17.65%, +25.00%, Materials, $7.08M
545, WC8, Wildcat Resources Ltd, $0.375, +1.35%, +44.23%, +59.57%, Materials, $503.41M
1122, WCE, West Coast Silver Ltd, $0.245, 0.00%, +68.97%, +345.46%, Materials, $81.01M
617, WCMQ, WCM Quality Global Growth Fund - Active ETF, $10.47, -0.38%, +3.97%, -1.09%, Financials, $384.01M
1333, WCN, White Cliff Minerals Ltd, $0.018, -5.26%, -2.70%, +5.88%, Materials, $45.72M
663, WDIV, State Street SPDR S&P Global Dividend ETF, $22.05, -0.50%, +0.23%, +9.00%, Financials, $342.62M
885, WDMF, iShares World Equity Factor ETF, $53.38, +0.08%, +2.12%, +11.32%, Financials, $163.88M
14, WDS, Woodside Energy Group Ltd, $23.16, -0.47%, -8.86%, -4.10%, Energy, $44.03B
256, WEB, WEB Travel Group Ltd, $4.94, -0.20%, +27.98%, +7.16%, Consumer Discretionary, $1.79B
1860, WEC, White Energy Company Ltd, $0.028, 0.00%, -6.67%, -15.15%, Energy, $12.36M
2257, WEL, Winchester Energy Ltd, $0.002, 0.00%, 0.00%, 0.00%, Energy, $3.14M
1518, WEMG, SPDR S&P Emerging Markets Carbon Aware ETF, $29.20, -0.75%, -1.02%, +12.01%, Financials, $30.05M
6, WES, Wesfarmers Ltd, $81.56, -0.74%, +1.91%, +13.96%, Consumer Discretionary, $92.54B
403, WGB, Wam Global Ltd, $2.45, 0.00%, +2.51%, +9.87%, Financials, $878.6M
461, WGN, Wagners Holding Company Ltd, $3.52, -3.03%, +0.86%, +151.43%, Materials, $703.03M
1252, WGR, Western Gold Resources Ltd, $0.195, +2.63%, +25.81%, +550.00%, Materials, $56.87M
109, WGX, Westgold Resources Ltd, $6.50, +0.46%, +19.27%, +128.87%, Materials, $6.14B
99, WHC, Whitehaven Coal Ltd, $7.86, +0.38%, +16.79%, +30.13%, Energy, $6.51B
479, WHF, Whitefield Industrials Ltd, $5.42, -1.10%, -1.10%, -1.63%, Financials, $655.01M
2319, WHFPA, Whitefield Industrials Ltd, $1.00, 0.00%, 0.00%, 0.00%, N/A, $23.79K
702, WHI, Whitefield Income Ltd, $1.42, +0.35%, +4.03%, +10.94%, Financials, $312.82M
2049, WHK, Whitehawk Ltd, $0.008, 0.00%, -11.11%, -23.81%, Information Technology, $7.32M
445, WIA, WIA Gold Ltd, $0.50, -3.85%, +42.86%, +316.67%, Materials, $737.78M
1520, WIN, WIN Metals Ltd, $0.035, 0.00%, -7.90%, +105.88%, Materials, $30M
564, WIRE, Global X Copper Miners ETF, $22.04, +0.09%, +23.54%, +75.90%, Financials, $468.17M
666, WJL, Webjet Group Ltd, $0.87, -0.57%, -3.87%, +4.19%, Consumer Discretionary, $341.5M
255, WLE, Wam Leaders Ltd, $1.305, +0.77%, +0.77%, +5.24%, Financials, $1.8B
825, WMA, Wam Alternative Assets Ltd, $1.00, -1.48%, +2.04%, -1.96%, Financials, $196.99M
1567, WMG, Western Mines Group Ltd, $0.23, +9.52%, 0.00%, +53.33%, Materials, $26.16M
572, WMI, Wam Microcap Ltd, $1.61, +0.31%, -0.31%, +9.52%, Financials, $451.12M
706, WMX, Wam Income Maximiser Ltd, $1.60, 0.00%, +1.91%, +6.67%, Financials, $308.88M
2301, WNR, Wingara AG Ltd, $0.007, 0.00%, 0.00%, -22.22%, Consumer Staples, $1.23M
2097, WNX, Wellnex Life Ltd, $0.091, +1.11%, -49.44%, -86.05%, Consumer Staples, $6.37M
1900, WOA, Wide Open Agriculture Ltd, $0.017, -5.56%, -5.56%, +112.50%, Consumer Staples, $11.13M
101, WOR, Worley Ltd, $12.62, +0.40%, -3.59%, -7.95%, Industrials, $6.43B
1092, WOT, Wotso, $0.54, 0.00%, -12.90%, -32.50%, Real Estate, $87.35M
16, WOW, Woolworths Group Ltd, $29.30, -0.27%, +4.35%, -3.59%, Consumer Staples, $35.79B
266, WPR, Waypoint REIT, $2.62, -1.13%, +0.38%, +6.50%, Real Estate, $1.71B
579, WQG, WCM Global Growth Ltd, $1.965, +1.03%, -1.26%, +17.67%, Financials, $446.45M
1021, WR1, Winsome Resources Ltd, $0.455, +3.41%, +51.67%, +7.06%, Materials, $111.01M
785, WRK, WRKR Ltd, $0.12, 0.00%, 0.00%, +155.32%, Information Technology, $228.01M
1308, WRLD, Betashares Managed Risk Global Shares Complex ETF, $22.71, 0.00%, +1.61%, +8.97%, Financials, $48.74M
1960, WSI, Weststar Industrial Ltd, $0.076, 0.00%, 0.00%, -20.00%, Materials, $9.79M
2269, WSR, Westar Resources Ltd, $0.006, 0.00%, -14.29%, -14.29%, Materials, $2.75M
25, WTC, Wisetech Global Ltd, $68.77, +0.04%, +4.58%, -44.55%, Information Technology, $23.11B
1315, WTL, WT Financial Group Ltd, $0.14, 0.00%, -3.45%, +47.37%, Financials, $47.91M
876, WTM, Waratah Minerals Ltd, $0.545, -2.68%, +15.96%, +263.33%, Materials, $168.55M
473, WTN, Winton Land Ltd, $2.27, 0.00%, +4.13%, +33.53%, Real Estate, $673.31M
1132, WVOL, iShares MSCI World Ex Aust Minimum Volatility ETF, $44.82, -0.51%, -0.53%, +6.18%, Financials, $78.81M
1412, WWG, Wiseway Group Ltd, $0.22, 0.00%, -12.00%, +69.23%, Industrials, $37.8M
766, WWI, West Wits Mining Ltd, $0.063, 0.00%, +31.25%, +350.00%, Materials, $241.73M
1679, WWWW, ETFs US Technology ETF, $13.21, 0.00%, +0.08%, +0.08%, Financials, $20.15M
651, WXHG, SPDR S&P World Ex Aus Carbon Aware (Hedged) ETF, $28.39, -0.04%, +4.76%, +9.57%, Financials, $355.52M
488, WXOZ, SPDR S&P World Ex Australia Carbon Aware ETF, $51.65, -0.58%, +1.69%, +4.81%, Financials, $641.21M
2170, WYX, Western Yilgarn NL, $0.032, 0.00%, -25.58%, +45.46%, Materials, $5.03M
1296, WZR, Wisr Ltd, $0.029, 0.00%, -6.45%, +7.41%, Financials, $51M
1944, X2M, X2M Connect Ltd, $0.01, 0.00%, -16.67%, -68.10%, Information Technology, $10.13M
589, XALG, Alphinity Global Equity Fund - Active ETF, $10.79, -0.83%, +0.47%, -11.41%, N/A, $421.62M
880, XARO, Ardea Real Outcome Bond Complex ETF, $24.91, +0.20%, +0.36%, +4.80%, Financials, $166.83M
1125, XASG, Alphinity Global Sustainable Equity Fund - Active ETF, $6.96, 0.00%, -1.70%, -8.06%, Financials, $80.51M
1478, XF1, Xref Ltd, $0.15, +15.39%, -3.23%, -30.23%, Information Technology, $33.01M
2100, XGL, Xamble Group Ltd, $0.014, +7.69%, +7.69%, -38.11%, Communication Services, $6.33M
645, XGOV, Vaneck 10+ Year Australian Government Bond ETF, $50.40, +0.20%, -2.08%, -0.89%, Financials, $360.94M
1208, XMET, Betashares Energy Transition Metals ETF, $14.85, +0.27%, +23.44%, +99.33%, Financials, $64.64M
1936, XPD, Xpedra Resources Ltd, $0.018, 0.00%, -5.26%, -5.26%, Materials, $10.37M
2149, XPN, Xpon Technologies Group Ltd, $0.011, +10.00%, -21.43%, -24.14%, Information Technology, $5.39M
1843, XRA, Xenora Minerals Ltd, $0.21, +5.00%, +23.53%, -17.32%, Materials, $12.71M
733, XRF, XRF Scientific Ltd, $1.93, -0.77%, +4.04%, +5.46%, Industrials, $275.98M
1367, XRG, Xreality Group Ltd, $0.056, 0.00%, +19.15%, +64.71%, Consumer Discretionary, $42.05M
36, XRO, Xero Ltd, $112.78, -2.32%, -5.40%, -33.13%, Information Technology, $19.16B
2035, XST, Xstate Resources Ltd, $0.018, +5.88%, -14.29%, +100.00%, Energy, $7.72M
1037, XX20, First Sentier Ex-20 Australian Share Active ETF, $1.485, 0.00%, -2.94%, -2.94%, Financials, $105.28M
147, XYZ, Block, Inc, $96.50, -1.37%, +0.39%, -33.26%, Financials, $3.77B
98, YAL, Yancoal Australia Ltd, $4.94, -0.40%, -5.36%, -23.05%, Energy, $6.52B
2157, YANK, Betashares Strong US Dollar Complex ETF, $11.55, -1.37%, -9.13%, -16.73%, Financials, $5.27M
2004, YAR, Yari Minerals Ltd, $0.01, +11.11%, 0.00%, +233.33%, Materials, $8.39M
493, YMAX, Betashares Aus Top 20 EQY Yield MAX Complex ETF, $7.57, 0.00%, +4.27%, -4.54%, Financials, $631.98M
943, YOJ, Yojee Ltd, $0.39, +1.30%, -11.36%, +200.00%, Information Technology, $137.46M
2251, YOW, Yowie Group Ltd, $0.014, 0.00%, 0.00%, -44.00%, Consumer Staples, $3.21M
1093, YRL, Yandal Resources Ltd, $0.23, +6.98%, -23.33%, +22.67%, Materials, $87.29M
